stop_id,stop_code,stop_name,stop_lat,stop_lon
1800ED04551,manamajt,"Hathershaw, Rosary Road/Crossways (Nr Hse 29)",53.51922,-2.10624
1800ED04641,manamama,"Failsworth (Oldham), Ashton Road West/Mare & Foal (Opp Mare & Foal)",53.50724,-2.16058
1800ED04651,manamamd,"Failsworth (Oldham), Ashton Road West/Mare & Foal (Os Public House)",53.50713,-2.16066
1800ED04661,manamamg,"Failsworth (Oldham), Ashton Road West/Henry Street (O/s House 196)",53.50896,-2.15599
1800ED04671,manamamj,"Failsworth (Oldham), Ashton Road West/Henry Street (Os Hse 235)",53.50953,-2.15509
1800ED04681,manamamp,"Failsworth (Oldham), Lord Lane/Day Drive (Op Church)",53.50425,-2.15656
1800ED04691,manamamt,"Failsworth (Oldham), Lord Lane/Wyndale Drive (Os Church)",53.49786,-2.15711
1800ED04701,manamamw,"Failsworth (Oldham), Lord Lane/The Windmill (O/s House 142)",53.50054,-2.15703
1800ED04711,manamapa,"Failsworth (Oldham), Lord Lane/Post Office (Nr Shops)",53.50166,-2.15697
1800ED04721,manamapd,"Failsworth (Oldham), Lord Lane/Post Office (Opp Post Office)",53.50249,-2.15710
1800ED04731,manamapg,"New Moston, Broadway/Park Avenue (O/s House 55)",53.51150,-2.16987
1800ED04741,manamapj,"New Moston, Broadway/Park Avenue (Opp House 39)",53.51097,-2.16949
1800ED04761,manamapm,"Failsworth (Oldham), Oldham Road/Morton Street (Os Shops)",53.50456,-2.17509
1800ED04871,manamapw,"Hollinwood (Oldham), Tweedale Way/Hudson St  (Stop G)",53.52043,-2.14816
1800ED04881,manamata,"Hollinwood (Oldham), Tweedale Way/Hudson St  (Stop H)",53.51970,-2.14864
1800ED05011,manamatd,"Oldham, Waterloo Street/Bismark Street (O/s House 220)",53.53638,-2.10103
1800ED05021,manamatg,"Glodwick, Waterloo Street/Bismark Street (O/s House 205)",53.53656,-2.10141
1800ED05671,manamatp,"Chadderton, Burnley Lane/Chadderton Park Inn (O/s House 424)",53.55552,-2.14354
1800ED05681,manamatw,"Chadderton, Burnley Lane/Chadderton Park Inn (Os Hse 421)",53.55526,-2.14315
1800ED05771,manamawa,"Copster Hill, Frederick Street/Hollins Road (Os Hse 333/349)",53.52562,-2.11962
1800ED05781,manamawd,"Copster Hill, Frederick Street/Hollins Road (Nr Spare Land)",53.52589,-2.12011
1800ED05791,mantgjat,"Middleton Junction, Grimshaw Lane/Broadgate (Opp Pub Hse)",53.54019,-2.16946
1800ED05831,manamawm,"Coppice, Frederick Street/Grendon Avenue (Os Football Pitch)",53.52769,-2.12228
1800ED05841,manamawp,"Coppice, Frederick Street/Chamber Road (Os School Grounds)",53.52869,-2.12331
1800ED06031,manamawt,"Coppice, Frederick Street/Chamber Road (O/s House 170)",53.53037,-2.12555
1800ED06041,manamdad,"Coppice, Frederick Street/Wellington Road (O/s House 151)",53.53114,-2.12631
1800ED06051,manamdag,"Werneth, Frederick Street/Regency Close (Opp Care Home)",53.53248,-2.12812
1800ED06061,manamdaj,"Werneth, Frederick Street/Werneth Park (Os Park)",53.53460,-2.13089
1800ED06071,manamdam,"Werneth, Frederick Street/Werneth Park (O/s House 51)",53.53356,-2.12927
1800ED06321,manamdap,"Werneth, Edward Street/Manchester Road (Opp Dr Surgery)",53.53576,-2.13198
1800ED06371,manamdat,"Werneth, Edward Street/Manchester Road (Os Hse 22)",53.53669,-2.13270
1800ED06381,manamdaw,"Werneth, Edward Street/Peak Street (O/s House 110)",53.53805,-2.13488
1800ED06391,manamdga,"Werneth, Edward Street/Peak Street (O/s House 133)",53.53830,-2.13576
1800ED06461,manamdgd,"Springhead, Oldham Road/Springhead Post Office (Op Post Off)",53.53800,-2.06392
1800ED06491,manamdgj,"Grotton, Oldham Road/Coverhill Road (Nr Hse 327)",53.53732,-2.05034
1800ED06571,manamdgm,"Oldham, Union Street/Library (Os Library)",53.54069,-2.10966
1800ED06591,manamdgp,"Holden Fold, Broadway/Our Ladys School  (Stop A)",53.55974,-2.12529
1800ED06841,manamdgt,"Royal Oldham Hospital, Royal Oldham Hospital Ground  (nr Park)",53.55158,-2.12437
1800ED06981,mantgdga,"Buckstones Estate, Linney Lane/Rutland Way (Nr Sub St)",53.58155,-2.08714
1800ED07311,manamdgw,"Roaches, Manchester Road/Shadows Lane (Nr Cricket Grnd)",53.52948,-2.02677
1800ED07571,manamdjp,"Lees (Oldham), Hartshead Street/Rhodes Hill (Opp House 5)",53.53600,-2.06795
1800ED07581,manamdjt,"Lees (Oldham), Hartshead Street/Rhodes Hill (Opp House 2)",53.53559,-2.06737
1800ED07601,manamdjw,"Holts, Lees New Road/Crow Hill View (Os Flats)",53.53326,-2.06607
1800ED07631,manamdmd,"Mills Hill, Mills Hill Road/Baptist Church (Opp Church)",53.55013,-2.16974
1800ED07641,manamdmg,"Mills Hill, Mills Hill Road/Baptist Church (O/s Mill)",53.54932,-2.16980
1800ED07661,manamdmj,"Oldham, Lord Street/Sports Centre  (Stop La)",53.54338,-2.11266
1800ED07671,mantgjtd,"Hathershaw, Fircroft Road/Fir Tree Avenue (Opp Housing Ass)",53.52163,-2.10246
1800ED07821,mantgjma,"Top of Moor, Greenacres Road/Cotton Tree Close (O/s House 2)",53.54727,-2.07702
1800ED08111,manamdmp,"Uppermill, High Street/Uppermill Turning Area (Op Shops)",53.55040,-2.00496
1800ED08421,mantgmpg,"Pitses, Alt Lane/Abbeyhills Road (O/s House 10)",53.52772,-2.08266
1800ED08441,mantgmpj,"White Gate (Chadderton), Drury Lane/Under Lane (None)",53.52466,-2.14261
1800ED08461,mantgmpm,"Chadderton, Peel Street/Stockfield Road (Op Warehouse)",53.54178,-2.13838
1800ED08541,manamdpg,"Werneth, Chamber Road/Heron Street (Os School)",53.52724,-2.12903
1800ED08551,manamdpj,"Werneth, Chamber Road/Grange Avenue (Op House 231)",53.52781,-2.12679
1800ED08561,manamdpm,"Werneth, Chamber Road/Grange Avenue (O/s House 233)",53.52771,-2.12679
1800ED08571,manamdpt,"Coppice, Chamber Road/Frederick Street (Opp Rest Home)",53.52996,-2.12375
1800ED08581,manamdpw,"Coppice, Chamber Road/Frederick Street (Os School)",53.53012,-2.12341
1800ED08591,manamdta,"Coppice, Chamber Road/Coppice Street (Opp House 131)",53.53202,-2.12073
1800ED08601,manamdtd,"Coppice, Chamber Road/Windsor Road (O/s House 2)",53.53130,-2.12201
1800ED08611,manamdtg,"Primrose Bank, Coppice Street/Osborne Road (O/s House 153)",53.53375,-2.12404
1800ED08621,manamdtj,"Primrose Bank, Coppice Street/Osborne Road (O/s House 29)",53.53393,-2.12443
1800ED08631,manamdtm,"Primrose Bank, Coppice Street/Napier Street East (Os Hse 70)",53.53570,-2.12659
1800ED08691,manamdwa,"Glodwick, Abbeyhills Road/Glodwick Road (Op Shops)",53.53409,-2.09628
1800ED08701,manamdwd,"Glodwick, Abbeyhills Road/Glodwick Road (Nr Shops)",53.53379,-2.09573
1800ED08711,manamdwg,"Glodwick, Abbeyhills Road/Warren Lane (Os Club)",53.53295,-2.09384
1800ED08721,manamdwj,"Glodwick, Abbeyhills Road/Warren Lane (O/s House 143)",53.53248,-2.09270
1800ED08731,manamdwm,"Low Side, Abbeyhills Road/Vant Street (O/s House 250)",53.53062,-2.08924
1800ED08741,manamdwp,"Low Side, Abbeyhills Road/Vant Street (O/s House 279)",53.53055,-2.08888
1800ED08751,manamdwt,"Low Side, Abbeyhills Road/Manor Road (O/s House 307)",53.53005,-2.08788
1800ED08761,manamgad,"Abbey Hills, Abbeyhills Road/Manor Road (Op Shops)",53.52945,-2.08678
1800ED08771,manamgag,"Pitses, Abbeyhills Rd/Roundthorn Rd (Os Comm Ctr)",53.52864,-2.08376
1800ED08781,manamgaj,"Pitses, Abbeyhills Road/Holts Lane (Nr Grass Land)",53.52825,-2.08137
1800ED08791,manamgap,"Pitses, Alt Lane/Abbeyhills Road (O/s House 10)",53.52773,-2.08246
1800ED08801,manamgat,"Alt, Furness Avenue/Cherry Avenue (Op Shops)",53.52743,-2.08492
1800ED08811,manamgaw,"Alt, Furness Avenue/Cherry Avenue (O/s House 144)",53.52742,-2.08529
1800ED08821,manamgda,"Alt, Abbeyhills Road/Lees New Road (Nr Spare Land)",53.52550,-2.07814
1800ED08831,manamgdg,"Alt, Abbeyhills Road/Lees New Road (Nr Grass Land)",53.52565,-2.07820
1800ED08841,manamgdj,"Holts, Lees New Road/Abbeyhills Road (Nr Spare Land)",53.52542,-2.07630
1800ED08851,manamgdm,"Holts, Wildmoor Avenue/Lavender Road (Os Hse 4)",53.52706,-2.07368
1800ED08861,manamgdp,"Holts, Wildmoor Avenue/Lavender Road (Op Hse 4)",53.52715,-2.07406
1800ED08871,manamgdt,"Holts, Wildmoor Avenue/Rowden Road (O/s House 76)",53.53003,-2.07453
1800ED08881,manamgdw,"Holts, Wildmoor Avenue/Rowden Road (O/s House 83)",53.53050,-2.07417
1800ED08891,manamgja,"Holts, Wildmoor Avenue/Curlew Road (O/s House 134)",53.53102,-2.07310
1800ED08901,manamgjd,"Holts, Wildmoor Avenue/Curlew Road (Nr Hse 117)",53.53132,-2.07286
1800ED08911,manamgjg,"Holts, Wildmoor Avenue/Meadow Bank Close (Os Comm Centre)",53.53138,-2.06942
1800ED08931,manamgjp,"Alt, Lees New Road/Garden Centre (Os Farm)",53.52066,-2.07732
1800ED08941,manamgjt,"Alt, Lees New Road/Garden Centre (Op Farm)",53.52039,-2.07712
1800ED08981,mantgmpt,"Failsworth (Oldham), Stott Street/Farm Street (House 36)",53.50211,-2.17038
1800ED09011,manamgjw,"Royton, Rochdale Lane/Park Lane (Open Land)",53.56861,-2.12596
1800ED09021,manamgma,"Royal Oldham Hospital, Sheepfoot Lane/Cumberland Dr  (O/s Hse 36)",53.55440,-2.12241
1800ED09031,manamgmg,"Coldhurst, Henshaw Street/Sunfield Road (Os House 167)",53.54711,-2.11419
1800ED09041,manamgmp,"Derker, Waverley Street/Stoneleigh Street (Op Hse 18)",53.55005,-2.09361
1800ED09071,manamgmw,"Derker, Waverley Street/Vulcan Street (Nr Shop 71)",53.55128,-2.09161
1800ED09081,manamgpa,"Watersheddings, St Ambrose Road/Rothesay Road (Op Church)",53.55218,-2.08936
1800ED09461,mantgpda,"Failsworth (Oldham), Propps Hall Drive/Clive Road (O/s H'dressers)",53.50571,-2.16103
1800ED09471,mantgpdg,"Failsworth (Oldham), Clive Road/St Mary's Church (nr Primary School)",53.50441,-2.15822
1800ED09511,manamgpd,"Watersheddings, Otago Street/Ripponden Road (Opp Hse 173)",53.55129,-2.08598
1800ED09521,manamgpg,"Greenacres, Greenwood Street/Hill Stores  (Stop D)",53.54676,-2.08927
1800ED09541,manamgpm,"Clarksfield, Clarksfield Road/Ronald Street (Os House 125)",53.54026,-2.08632
1800ED09551,manamgpw,"Salem (Clarksfield), New Earth Street/Wren Street (Os Bowling Green)",53.53816,-2.08606
1800ED09561,manamgtd,"Salem (Clarksfield), New Earth Street/Tyndall Street (Os House 66)",53.53708,-2.08717
1800ED09571,manamgtj,"Roxbury, New Earth Street/Roundthorn Road (Opp House 117)",53.53584,-2.08846
1800ED09621,mantgpwa,"Holts, Lees New Road/Red Rose Inn (Red Rose Pub)",53.52783,-2.07181
1800ED09831,mantgpjg,"Coldhurst, Henshaw Street/Sunfield Road (Os House 167)",53.54708,-2.11407
1800ED10011,mantgpjm,"Derker, Waverley Street/Stoneleigh Street (School)",53.54999,-2.09354
1800ED10101,manamgtm,"Strine Dale, Whinberry Way/Clipsley Crescent (O/s House 27)",53.56651,-2.06851
1800ED10111,manamgtp,"Strine Dale, Whinberry Way/Inchwood Mews (Opp House 15)",53.56632,-2.06941
1800ED10171,manamgwm,"Buckstones Estate, Linney Lane/George Street (Nr Mill)",53.58154,-2.08649
1800ED10231,manamjda,"Failsworth (Oldham), Stott Street/Farm Street (Os Hse 16)",53.50209,-2.17018
1800ED10241,manamjdg,"Failsworth (Oldham), Propps Hall Dr/Marlborough Dr (Os Hse 47)",53.50368,-2.16550
1800ED10251,manamjdj,"Failsworth (Oldham), Propps Hall Drive/Marlborough Drive (O/s Hse 78)",53.50361,-2.16640
1800ED10261,manamjdp,"Failsworth (Oldham), Propps Hall Drive/Clive Road (O/s H'dressers)",53.50581,-2.16109
1800ED10271,manamjdt,"Limeside, Roman Road/Hollinwood Cemetery (Nr Grass Land)",53.51798,-2.13346
1800ED10281,manamjdw,"Hathershaw, Honeywell Lane/Ashton Road (O/s House 16)",53.52704,-2.11068
1800ED10291,mantgpjw,"Derker, Waverley Street/Vulcan Street (Nr Shop 71)",53.55122,-2.09152
1800ED10301,manamjga,"Alt, Whitby Road/April Close (Opp House 7)",53.52852,-2.08626
1800ED10311,manamjgd,"Alt, Whitby Road/April Close (O/s House 7)",53.52851,-2.08610
1800ED10351,manamjgj,"Oldham, St. Mary's Way /Market  (Stop Sm)",53.54388,-2.11323
1800ED10361,manamjgm,"Oldham, St. Mary's Way /Market (Os Market)",53.54386,-2.11362
1800ED10401,manamjgt,"Westwood (Chadderton), Featherstall Road North/Quebec St (Nr Roundabout)",53.54659,-2.12822
1800ED10411,manamjgw,"Middleton Junction, Greengate/Middleton Junction  (Stop D)",53.54093,-2.17358
1800ED10421,manamjma,"Mills Hill, Oldham Rd/Mills Hill Station  (Stop A)",53.55135,-2.17095
1800ED10431,mantgptg,"Salem (Clarksfield), New Earth Street/Wren Street (Bowling Green)",53.53813,-2.08595
1800ED10441,mantgptj,"Salem (Clarksfield), New Earth Street/Tyndall Street (Os House 66)",53.53705,-2.08706
1800ED10451,mantgptm,"Roxbury, New Earth Street/Roundthorn Road (Os House 117)",53.53581,-2.08836
1800ED10461,manamjmd,"Failsworth (Oldham), Oldham Road/Broadway (Os Lamb Inn)",53.50496,-2.17298
1800ED10631,mantgptp,"Holts, Lees New Road/Oldham Golf Club (Opp. Golf Club)",53.53014,-2.06896
1800ED10721,manamjmj,"Chadderton, Burnley Lane/Beech Avenue (Nr House 485)",53.55630,-2.14732
1800ED10731,manamjmp,"Chadderton, Burnley Lane/Beech Avenue (O/s House 472)",53.55627,-2.14668
1800ED10741,manamjmt,"Fitton Park, Burnley Lane/Fitton Park (Op House 277)",53.55400,-2.13940
1800ED10761,manamjpa,"Fitton Park, Burnley Lane/Fitton Park (Opp Rifle Range)",53.55410,-2.13865
1800ED10771,manamjpd,"Chadderton, Burnley Lane/Fernhurst Street (O/s House 159)",53.55215,-2.13656
1800ED10781,manamjpg,"Busk (Chadderton), Burnley Lane/Wakefield Street (O/s House 96)",53.55133,-2.13313
1800ED10791,manamjpj,"Busk (Chadderton), Garforth Street/Congregational Church (Op Church)",53.54700,-2.13499
1800ED10801,manamjpm,"Chadderton, Garforth St/Chadderton Town Hall (Op Town Hall)",53.54438,-2.13673
1800ED10811,manamjpt,"Chadderton, Victoria St/Chadderton Town Hall (Os Police Stn)",53.54485,-2.13813
1800ED10821,manamjpw,"Chadderton, Victoria Street/Falcon Drive (Os Building 103)",53.54743,-2.13642
1800ED10831,manamjta,"Busk (Chadderton), Victoria Street/Burnley Lane (Os School)",53.55055,-2.13435
1800ED10841,manamjtd,"Royley, Broadway/Retail Park (Op Playing Fields)",53.55688,-2.13482
1800ED10851,manamjtg,"Royley, Broadway/Retail Park (Op Retail Park)",53.55658,-2.13686
1800ED10861,manamjtj,"Boundary Park (Oldham), Broadway/Holden Fold (Nr House 117)",53.55726,-2.13019
1800ED10871,manamjtm,"Boundary Park (Oldham), Broadway/Holden Fold (Nr House 116)",53.55741,-2.13020
1800ED10881,manamjtp,"Holden Fold, Broadway/Our Ladys School  (Stop B)",53.55947,-2.12544
1800ED10891,mantgwmt,"White Gate (Chadderton), Long Lane/Berkeley Avenue (Henry Hurdus Lt)",53.52581,-2.15590
1800ED10901,manamjtw,"Greenacres, Ripponden Road/Hill Stores  (Stop C)",53.54785,-2.08927
1800ED10911,manamjwa,"Watersheddings, Ripponden Road/Counthill Road (Op Shop)",53.55434,-2.08378
1800ED10921,manamjwd,"Derker, Ripponden Road/The Wellington (Op Church)",53.54964,-2.08760
1800ED10931,manamjwg,"Derker, Ripponden Road/The Wellington (Os Church)",53.54980,-2.08780
1800ED10941,manamjwj,"Watersheddings, Ripponden Road/Otago Street (Opp House 227)",53.55167,-2.08604
1800ED10951,manamjwm,"Watersheddings, Ripponden Road/Otago Street (Os Hse 225)",53.55169,-2.08626
1800ED10961,manamjwp,"Watersheddings, Ripponden Road/Counthill Road (Betting Shop)",53.55362,-2.08452
1800ED10971,manamjwt,"Watersheddings, Ripponden Road/Radcliffe Road (Os House 419)",53.55602,-2.08273
1800ED10981,manampad,"Watersheddings, Ripponden Road/Radcliffe Road (Op House 455)",53.55663,-2.08206
1800ED10991,manampag,"Moorside (Oldham), Ripponden Road/Highfield Terrace (O/s House 498)",53.55899,-2.07959
1800ED13411,manapamj,"Diggle, Sam Road/Diggle School (Opp School)",53.56861,-1.99463
1800ED13421,manapamp,"Diggle, Sam Road/Diggle School (Os School)",53.56870,-1.99466
1800ED13431,manapamt,"Diggle, Station Road/Sam Road (Nr Railway Line)",53.56911,-1.99105
1800ED13441,manapamw,"Diggle, Station Road/Sam Road (Opp Railway)",53.56924,-1.99101
1800ED13451,manapapa,"Diggle, Lee Side/Diggle Hotel (Nr Church)",53.56864,-1.99004
1800ED13461,manapapd,"Diggle, Lee Side/Old Station Turning (Nr Church)",53.56842,-1.99089
1800ED13471,manapapg,"Marslands, Wool Road/Navigation Inn (Os Navigation Pub)",53.55716,-2.00642
1800ED13481,manapapj,"Marslands, Wool Road/Navigation Inn (Op Navigation Inn)",53.55694,-2.00645
1800ED13501,manapapm,"Dobcross, Wool Road/Brownhill Centre (Nr Open Land)",53.55423,-2.00825
1800ED13531,mantjtgt,"White Gate (Chadderton), Long Lane/Broadway (Newsagents)",53.52724,-2.15754
1800ED13551,manapata,"Greenfield (Saddleworth), Chew Valley Road/Clarence Hotel (Op Hotel)",53.53275,-1.99949
1800ED13561,manapatd,"Greenfield (Saddleworth), Chew Valley Road/Clarence Hotel (Nr Hotel)",53.53277,-1.99991
1800ED13571,manapatg,"Greenfield (Saddleworth), Chew Valley Road/Central Avenue (Nr Shops)",53.53421,-2.00286
1800ED13581,manapatj,"Greenfield (Saddleworth), Chew Valley Road/Central Avenue (Opp House 154)",53.53403,-2.00240
1800ED13591,manapatm,"Greenfield (Saddleworth), Chew Valley Road/King William IV (Lampost Ltd)",53.53512,-2.00433
1800ED13601,manapatp,"Greenfield (Saddleworth), Chew Valley Road/King William IV (O/s House 115)",53.53576,-2.00550
1800ED13611,manapatw,"Greenfield (Saddleworth), Chew Valley Rd/Conservative Club (Nr Cons Club)",53.53678,-2.00889
1800ED13621,manapawa,"Greenfield (Saddleworth), Chew Valley Road/Conservative Club (Op Club)",53.53668,-2.00833
1800ED13631,manapawd,"Greenfield (Saddleworth), Chew Valley Road/Wellington Road (Op Works)",53.53782,-2.01134
1800ED13641,manapawg,"Greenfield (Saddleworth), Chew Valley Rd/Wellington Rd  (Stop F)",53.53798,-2.01140
1800ED13841,mantmtaw,"Failsworth (Oldham), Ashton Road West/Tesco (Os Superstore)",53.50817,-2.15792
1800ED13981,mantmtgt,"Greenfield (Saddleworth), Shaw Hall Bank Rd/Greenfield Station (Os Stn)",53.53891,-2.01374
1800ED14011,manapawj,"High Crompton, Rochdale Rd/High Crompton Post Office (Nr Sub Stn)",53.58155,-2.10998
1800ED14021,manapawm,"Thorp, Dogford Road/Mellor Street (O/s House 11)",53.57105,-2.12576
1800ED14031,manapawp,"Thorp, Dogford Road/Low Crompton Road (Opp House 83)",53.57259,-2.12518
1800ED14041,manapawt,"Thorp, Fir Lane/Low Crompton Road (Op Hse 2)",53.57319,-2.12512
1800ED14051,manapdad,"Thorp, Fir Lane/Cedar Grove (O/s House 56)",53.57447,-2.12441
1800ED14061,manapdag,"Thorp, Fir Lane/Cedar Grove (Op Manor House)",53.57522,-2.12414
1800ED14071,manapdaj,"Thorp, Fir Lane/Windermere Road (O/s House 149)",53.57665,-2.12315
1800ED14081,manapdam,"Thorp, Fir Lane/Windermere Road (Nr Field)",53.57693,-2.12282
1800ED14091,manapdap,"Thorp, Fir Lane/Methodist Church (Nr Church)",53.57887,-2.12275
1800ED14101,manapdat,"Thorp, Fir Lane/Methodist Church (Op Church)",53.57964,-2.12335
1800ED14111,manapdaw,"Narrow Gate Brow, Thornham Road/Puckersley Inn (Nr Hse 209)",53.58181,-2.12336
1800ED14121,manapdga,"Narrow Gate Brow, Thornham Road/Puckersley Inn (Nr Hse 268)",53.58197,-2.12270
1800ED14131,manapdgd,"High Crompton, Thornham Road/Cherry Hall Drive (Op Hse 154)",53.58215,-2.11740
1800ED14141,manapdgj,"High Crompton, Thornham Road/Cherry Hall Drive (Nr Hse 154)",53.58201,-2.11691
1800ED14151,manapdgm,"High Crompton, Thornham Road/Fitton Street (Nr House 33)",53.58152,-2.11323
1800ED14161,manapdgp,"High Crompton, Thornham Road/Fitton Street (O/s House 36)",53.58163,-2.11321
1800ED14171,manapdgt,"High Crompton, Thornham Road/High Crompton Post Office (Nr PO)",53.58184,-2.11067
1800ED14191,manapdgw,"Rushcroft, Rochdale Road/Colliers Return (Os Pub)",53.58796,-2.11900
1800ED14201,manapdja,"Rushcroft, Rochdale Road/Colliers Return (Op Pub)",53.58787,-2.11856
1800ED14211,manapdjd,"Rushcroft, Rochdale Road/Moss Gate Road (Opp House 528)",53.58625,-2.11562
1800ED14221,manapdjg,"Rushcroft, Rochdale Road/Moss Gate Road (O/s House 528a)",53.58607,-2.11517
1800ED14231,manapdjm,"High Crompton, Rochdale Road/Old Bulls Head (O/s House 425)",53.58491,-2.11391
1800ED14241,manapdjp,"High Crompton, Rochdale Road/Old Bulls Head (Nr Bulls Head)",53.58435,-2.11293
1800ED14251,manapdjt,"High Crompton, Rochdale Rd/High Crompton Post Office (Op PO)",53.58185,-2.11024
1800ED14261,manapdjw,"Newtown (Shaw), Market Street/Shaw Town Centre  (Stop C)",53.57679,-2.09391
1800ED14271,manapdma,"Shaw (Oldham), High Street/Community Centre (Chemist Opp)",53.57528,-2.09536
1800ED14281,manapdmd,"Shaw (Oldham), High Street/Crompton Health Centre (Os Health Centre)",53.57498,-2.09592
1800ED14291,manapdmg,"Shaw (Oldham), High Street/Crompton Health Centre (Os Health Centre)",53.57486,-2.09629
1800ED14301,manapdmj,"Higginshaw, Higginshaw Lane/Turf Lane (Opp House 570)",53.56155,-2.10387
1800ED14311,manapdmp,"Higginshaw, Higginshaw Lane/Turf Lane (Nr House 544)",53.56075,-2.10330
1800ED14321,manapdmt,"Higginshaw, Higginshaw Lane/Manor Street (Opp Trading Est)",53.55839,-2.10426
1800ED14331,manapdmw,"Higginshaw, Higginshaw Lane/Manor Street (Os Shops)",53.55794,-2.10423
1800ED14341,manapdpa,"Higginshaw, Higginshaw Lane/Boundary Inn (Op Flower Pot Inn)",53.55540,-2.10470
1800ED14351,manapdpd,"Higginshaw, Shaw Road/Boundary Inn (Nr Flower Pot Inn)",53.55487,-2.10446
1800ED14361,mantmwjt,"Royton, High Barn St/Park St  (Stop H)",53.56590,-2.12039
1800ED14441,mantmwpg,"Hollinwood (Oldham), Roman Road/Holy Family Church (Os Church)",53.51707,-2.13540
1800ED14491,mantpajp,"Waterhead (Oldham), Bardsley Street/Cobden Street (Os Flats)",53.55058,-2.07633
1800ED14501,mantpamt,"Waterhead (Oldham), Cobden Street/Moss Street (Os Flats)",53.55000,-2.07674
1800ED14511,mantpamw,"Coppice, Chamber Road/Clarence Avenue (Opp School Fields)",53.53073,-2.12299
1800ED14531,mantpatm,"Shaw (Oldham), Eastway/Asda (Os Superstore)",53.57611,-2.09325
1800ED14711,mantpdaj,"Boundary Park (Oldham), Westhulme Way/B & Q (Os DIY Superstore)",53.55352,-2.12915
1800ED14771,mantpdjd,"Derker, London Road/Derker Street (Opp House No 20)",53.54877,-2.09637
1800ED15011,manapdpg,"Oldham, Yorkshire Street/St Marys Way  (Stop Yc)",53.54221,-2.11037
1800ED15031,manapdpm,"Oldham, Yorkshire Street/St Marys Way  (Stop Yc)",53.54227,-2.10992
1800ED15041,manapdpt,"Oldham Mumps, Yorkshire Street/Fairbottom Street (Os Pub)",53.54231,-2.10846
1800ED15071,manapdta,"Oldham Mumps, Yorkshire Street/Scholes Street (Op Shops)",53.54222,-2.10634
1800ED15081,manapdtd,"Oldham Mumps, Yorkshire Street/Scholes Street (Op Shops)",53.54221,-2.10594
1800ED15101,manapdtj,"Oldham Mumps, Yorkshire Street/Wright Street (Os Shops)",53.54223,-2.10496
1800ED15111,manapdtm,"Oldham Mumps, Mumps/Mumps Bridge  (Stop K)",53.54242,-2.10349
1800ED15121,manapdtp,"Oldham Mumps, Mumps/Mumps Bridge  (Stop J)",53.54255,-2.10316
1800ED15151,manapdwa,"Oldham Mumps, Mumps/Mumps Bridge  (Stop G)",53.54236,-2.10333
1800ED15191,manapdwj,"Oldham, Union Street/The Link Centre (Amusements Opp)",53.54152,-2.10597
1800ED15201,manapdwm,"Oldham, Union Street/The Link Centre (Radio Cars Opp)",53.54143,-2.10618
1800ED15231,manapdwp,"Oldham, Union Street/The Link Centre (Os Shops)",53.54121,-2.10684
1800ED15291,manapgaj,"Oldham, King Street/Barn Street  (Stop Ka)",53.54013,-2.11731
1800ED15301,manapgam,"Oldham, King Street/Barn Street  (Stop Kb)",53.54030,-2.11746
1800ED15311,manapgap,"Oldham, King Street/Barn Street  (Stop Kc)",53.54078,-2.11791
1800ED15321,manapgat,"Oldham, Manchester Street/John Street (Nr Solicitors)",53.54074,-2.11909
1800ED15331,manapgaw,"Oldham, Manchester Street/John Street (Op Supermarket)",53.54086,-2.11905
1800ED15361,manapgda,"Oldham, King Street/Barn Street  (Stop Ke)",53.54006,-2.11698
1800ED15491,manapgjp,"Oldham, Rochdale Road/Oldham College  (Stop Ra)",53.54278,-2.11905
1800ED15511,manapgjt,"Oldham, King Street/Barn Street  (Stop Kd)",53.54074,-2.11764
1800ED15531,manapgjw,"Oldham, Lord Street/Sports Centre  (Stop Lc)",53.54311,-2.11264
1800ED15541,manapgma,"Oldham, High Street/Lord Street  (Stop Ya)",53.54209,-2.11235
1800ED15551,manapgmd,"Oldham, High Street/Town Square  (Stop Yb)",53.54209,-2.11215
1800ED15581,manapgmg,"Coldhurst, Coldhurst Street/Henshaw Street (Os Works)",53.54692,-2.11506
1800ED15591,manapgmj,"Coldhurst, Coldhurst Street/Unsworth Way (Nr Open Land)",53.54661,-2.11493
1800ED15611,manapgmt,"Coldhurst, Godson Street/Trinity House (Os Flats)",53.54888,-2.11718
1800ED15621,manapgmw,"Coldhurst, Godson Street/Crompton House (Op Church)",53.55011,-2.11771
1800ED15641,manapgpa,"Oldham, Park Road/Ashton Road (Nr Garage)",53.53723,-2.11422
1800ED15651,manapgpd,"Oldham, Park Road/Ashton Road (Nr Garage)",53.53714,-2.11314
1800ED15661,manapgpg,"Oldham, Park Road/Wall Street (Os body repairers)",53.53684,-2.11244
1800ED15671,manapgpj,"Oldham, Park Road/Woodstock Street (Op Football Pitch)",53.53629,-2.10902
1800ED15681,manapgpm,"Oldham, Park Road/Woodstock Street (Opp House 191)",53.53599,-2.10859
1800ED15691,manapgpt,"Oldham, Park Road/Hardy Street (O/s House 287)",53.53580,-2.10327
1800ED15701,manapgpw,"Oldham, Park Road/Woodlands (Opp House 307)",53.53552,-2.10239
1800ED15711,manapgta,"Glodwick, Park Road/Retford Street (Opp House 383)",53.53471,-2.09931
1800ED15721,manapgtd,"Glodwick, Park Road/Queens Road (O/s House 405)",53.53452,-2.09824
1800ED15731,manapgtg,"Glodwick, Glodwick Road/Waterloo Street (nr Church)",53.53510,-2.09667
